id;nome;ativo
1954;FACULDADE DE ECONOMIA;0
1955;FACULDADE DE CIENCIAS HUMANAS DE LAGES;0
1956;FACULDADE UNIRB ALAGOAS;1
1957;FACULDADE DE TECNOLOGIA SENAI JOINVILLE;1
1958;CENTRO UNIVERSITARIO SENAI SANTA CATARINA;1
1959;FACULDADE DE CIENCIAS JURIDICAS DO PLANALTO CENTRAL;0
1960;FACULDADE DE MEDICINA DO PLANALTO CENTRAL;0
1961;INSTITUTO TECNOLOGICO E DAS CIENCIAS SOCIAIS APLICADAS E DA SAUDE DO CENTRO EDUC. N. SRª AUXILIADORA;1
1962;INSTITUTO SUPERIOR DE EDUCACAO DO CENTRO EDUCACIONAL NOSSA SENHORA AUXILIADORA;1
1963;FACULDADE DE FISIOTERAPIA DOS CAMPOS GERAIS;0
1964;FACULDADE DE TECNOLOGIA EM HOTELARIA GASTRONOMIA E TURISMO DE SAO PAULO;1
1965;CENTRO UNIVERSITARIO MARIO PONTES JUCA;1
1966;FACULDADE ALBERT EINSTEIN;1
1967;FACULDADE DO VALE DO ITAPECURU;1
1968;FACULDADE BRASILEIRA DE TECNOLOGIA;1
1969;FACULDADE DOS IMIGRANTES FAI;0
1970;FACULDADE MULTIVIX DE CACHOEIRO;1
1971;FACULDADE DE TECNOLOGIA MORUMBI SUL;0
1972;FACULDADE DE SAO CAETANO DO SUL;1
1973;INSTITUTO SUPERIOR DE EDUCACAO ORIGENES LESSA;0
1974;INSTITUTO SUPERIOR DE EDUCACAO DE CAXIAS;1
1975;FACULDADE DE CIENCIAS AGRARIAS DOS CAMPOS GERAIS;0
1976;INSTITUTO SUPERIOR DE EDUCACAO DE LINHARES;0
1977;CENTRO DE ESTUDOS SUPERIORES APRENDIZ;1
1978;CENTRO UNIVERSITARIO FAMETRO;1
1979;INSTITUTO SUPERIOR DE EDUCACAO CENECISTA DE BRASILIA;0
1980;FACULDADE SINERGIA;1
1981;FACULDADE MILLENNIUM;0
1982;FACULDADE DE COMUNICACAO SOCIAL DE PATOS;0
1983;FACULDADE DE CIENCIAS E DA SAUDE DE PATOS;0
1984;CENTRO UNIVERSITARIO UNIFACIG;1
1985;FACULDADE COMUNITARIA DE CAMPINAS;0
1986;CENTRO UNIVERSITARIO ESTACIO JUIZ DE FORA ESTACIO JUIZ DE FORA;1
1987;FACULDADE DE FILOSOFIA CIENCIAS E LETRAS DEPUTADO JOSE LAVIOLA;0
1988;CENTRO UNIVERSITARIO AVANTIS;1
1989;INSTITUTO SUPERIOR DE EDUCACAO AVANTIS;0
1990;FACULDADE DE CIENCIAS SOCIAIS APLICADAS DE FORTALEZA;0
1991;FACULDADE JOAO PAULO PRIMEIRO;0
1992;INSTITUTO DE ENSINO SUPERIOR DE PIEDADE;0
1993;FACULDADE IDEAL DE PATOS;0
1994;INSTITUTO DE ENSINO SUPERIOR DE DOURADOS;0
1995;FACULDADE DE MEDICINA NOVA ESPERANCA;1
1996;INSTITUTO CUIABA DE ENSINO E CULTURA;1
1997;INSTITUTO DE ENSINO SUPERIOR DE ARIPUANA;0
1998;INSTITUTO SUPERIOR DE EDUCACAO ELVIRA DAYRELL;1
1999;JOHN KNOX;0
2000;FACULDADE TATUAPE;0
2001;SEMINARIO ADVENTISTA LATINOAMERICANO DE TEOLOGIA;0
2002;INSTITUTO SUPERIOR DE EDUCACAO DIVINO SALVADOR;0
2003;FACULADE TEOLOGICA SINAL;0
2004;FACULDADE DE DIREITO PRESIDENTE CASTELO BRANCO;0
2005;FACULDADE ANHANGUERA DE CIENCIAS SOCIAIS APLICADAS DE SINOP;1
2006;INSTITUTO SUPERIOR DE EDUCACAO DE VITORIA;0
2007;FACULDADE DE CIENCIAS EXATAS E TECNOLOGICAS DO BRASIL;0
2008;INSTITUTO SUPERIOR DE EDUCACAO DE SAO GOTARDO;0
2009;FACULDADE DE TAQUARITINGA;1
2010;FACULDADE ESAMC SOROCABA;0
2011;INSTITUTO NACIONAL DE EDUCACAO DE PORTO SEGURO;0
2012;INSTITUTO SUPERIOR DE EDUCACAO DE PESQUEIRA;0
2013;INSTITUTO SUPERIOR DE EDUCACAO;0
2014;FACULDADE SETELAGOANA DE CIENCIAS GERENCIAIS;0
2015;INSTITUTO SANTO TOMAS DE AQUINO;1
2016;LOGOS FACULDADE;0
2017;FACULDADES DE ALTA FLORESTA;0
2018;FACULDADE EVOLUCAO;0
2019;INSTITUTO SUPERIOR DE EDUCACAO DE SALGUEIRO;0
2020;INSTITUTO DE EDUCACAO SUPERIOR EUROBRAS;0
2021;FACULDADE JK UNIDADE II GAMA;1
2022;FACULDADE DE ROLIM DE MOURA;1
2023;CENTRO UNIVERSITARIO FG;1
2024;INSTITUTO SUPERIOR DE EDUCACAO DAS CLARETIANAS;0
2025;INSTITUTO SUPERIOR DE EDUCACAO CARLI GIOVANNI;0
2026;INSTITUTO SUPERIOR DE EDUCACAO BRASIL;0
2027;FACULDADE DE CAMPINA GRANDE;1
2028;FALCUDADE DE CIENCIAS ECONOMICAS CONTABEIS E ADMINISTR1S DE BELO HORIZONTE;0
2029;INSTITUTO SUPERIOR DE EDUCACAO DE MARECHAL CANDIDO RONDON;0
2030;INSTITUTO SUPERIOR DE EDUCACAO CAMPO LIMPO PAULISTA;0
2031;FACULDADE DE EDUCACAO DE PRESIDENTE MEDICI;0
2032;FACULDADE DE PEDAGOGIA E FORMACAO DE NORMALISTAS DE ARAGUAINA;0
2033;INSTITUTO SUPERIOR DE EDUCACAO DE FLORESTA;0
2034;FACULDADE DE CIENCIAS CONTABEIS DE ARAGUAINA;0
2035;FACULDADE FATIFAJAR JAGUARIAIVA;1
2036;FACULDADE ESTACIO DO PARA ESTACIO FAP;1
2037;FACULDADE UNIME DE CIENCIAS EXATAS E TECNOLOGICAS;1
2038;INSTITUTO DE EDUCACAO SUPERIOR VALE DO MEARIM;0
2039;FACULDADE CIDADE LUZ;1
2040;FACULDADE DO FUTURO;1
2041;FACULDADE SUDAMERICA;1
2042;FACULDADE FIGUEIREDO COSTA FIC;0
2043;CENTRO UNIVERSITARIO VALE DO SALGADO;1
2044;INSTITUTO SUPERIOR DE EDUCACAO VALE DO SALGADO;0
2045;FACULDADE AMADEUS;1
2046;INSTITUTO SUPERIOR DE EDUCACAO AMADEUS;0
2047;FACULDADE DE PSICOLOGIA DE CACOAL;0
2048;FACULDADE DE CIENCIAS E TECNOLOGIA DE CACOAL;0
2049;FACULDADE CATOLICA DO MARANHAO;1
2050;ESCOLA SUPERIOR DE GESTAO E CIENCIAS DA SAUDE;0
2051;FACULDADE INTERFUTURA;0
2052;FACULDADE DE DIREITO DE LAGES;0
2053;FACULDADE PARA O DESENVOLVIMENTO DE PERNAMBUCO;0
2054;FACULDADE DE EDUCACAO DE NOVA ANDRADINA;1
2055;FACULDADE ARAUCARIA DO SUDOESTE DO PARANA;0
2056;CENTRO UNIVERSITARIO DA ALTA PAULISTA;1
2057;FACULDADE DE MOGI GUACU;0
2058;FACULDADE METROPOLITANA;1
2059;FACULDADE DE EDUCACAO E CIENCIAS DE TAGUATINGA;0
2060;FACULDADE PADRE SEVERIANO LTDA;0
2061;FACULDADE DE FORMACAO DE PROFESSORES DE ARAPIRACA;0
2062;INSTITUTO SUPERIOR DE EDUCACAO CENECISTA DE VARGINHA;0
2063;INSTITUTO NOSSA SENHORA APARECIDA DE EDUCACAO;0
2064;FACULDADE METROPOLITANA DE SALVADOR;0
2065;FACULDADE DE FILOSOFIA E TEOLOGIA DE ALAGOAS;0
2066;FACULDADE LEONARDO DA VINCI;0
2067;CENTRO UNIVERSITARIO DE CIENCIAS E EMPREENDEDORISMO;1
2068;FACULDADE DE CASTILHO;0
2069;FACULDADE DE TEOLOGIA E CIENCIAS HUMANAS;1
2070;FACULDADE DE CIENCIAS SOCIAIS AMORIL;0
2071;FACULDADE TEOLOGICA BATISTA DO BRASIL;0
2072;FACULDADE DE DESENVOLVIMENTO SUSTENTAVEL DE CRUZEIRO DO SUL;0
2073;INSTITUTO SUPERIOR DE EDUCACAO PADRAO;1
2074;INSTITUTO EDUCACIONAL SAO JOAO DA ESOCIA DE ENSINO SUPERIOR;0
2075;INSTITUTO DE ENSINO SUPERIOR DE ALAGOAS;0
2076;CENTRO UNIVERSITARIO UNIRB;1
2077;FACULDADE ANGLOAMERICANO;0
2078;FACULDADE DE CIENCIAS HUMANAS E SOCIAIS DE JOINVILLE;0
2079;FACULDADE DE ITAITUBA;1
2080;FACULDADE UNIVERSICA DE FILOSOFIA;0
2081;FACULDADE DE CIENCIAS GERENCIAS DE PEDREIRA;0
2082;AFYA FACULDADE DE CIENCIAS MEDICAS DA PARAIBA;1
2083;FACULDADE DE IBITINGA;0
2084;FACULDADE CNEC NOVA PETROPOLIS;1
2085;CENTRO UNIVERSITARIO DE SALVADOR;1
2086;INSTITUTO DE ENSINO SUPERIOR DE FOZ DO IGUACU;1
2087;FACULDADE MARECHAL RONDON;0
2088;INSTITUTO SUPERIOR DE EDUCACAO SANTO AGOSTINHO DE TERESINA;0
2089;FACULDADE CENECISTA DE MOSSORO;0
2090;FACULDADE DE TURISMO DE CONGONHAS;0
2091;INSTITUTO SUPERIOR DE EDUCACAO PROSABER;1
2092;FACULDADE DOM PEDRO II;0
2093;FACULDADE GREGOR MENDEL;0
2094;FACULDADE DE ENSINO A;0
2095;INSITUTO SUPERIOR DE JACAREI;0
2096;FACULDADE DOCTUM DE MANHUACU DOCTUM;1
2097;ESCOLA SUPERIOR DE GUARARAPES;0
2098;FACULDADE EXCELENCIA;0
2099;INSTITUTO DE ENSINO PESQUISA E EXTENSAO DO BRASIL OESTE;0
2100;FACULDADE DE LETRAS DO SERRO;0
2101;FACULDADE ASCENSAO;0
2102;FACULDADE DE AURIFLAMA;0
2103;FACULDADE E CENTRO DE ENSINO DE LONDRINA;0
2104;FACULDADE DE TEOLOGIA DE HOKEMAH;0
2105;FACULDADE ADVENTISTA DE INFORMATICA;0
2106;FACULDADE DE VICOSA;0
2107;FACULDADE IBTE;0
2108;FACULDADE DE DIREITO DA SEDES;0
2109;FACULDADE JOAO PESSOA;0
2110;FACULDADE DOM CESAR;0
2111;CENTRO UNIVERSITARIO INTA;1
2112;FACULDADE METODISTA DE BIRIGUI;0
2113;FACULDADE DOM BOSCO DE PORTO ALEGRE;1
2114;FACULDADE DE TEOLOGIA FILADELFIA;0
2115;FACULDADE JOAO PAULO II;0
2116;FACULDADE IGUAPENSE SANTO AUGUSTO;0
2117;FACULDADE UNIGUACU PALOTINA;1
2118;INSTITUTO DE EDUCACAO SUPERIOR GUAIANAS;0
2119;FACULDADE GUARARAPES;0
2120;INSTITUTO DE FILOSOFIA E DE TEOLOGIA PAULO VI;0
2121;FACULDADE DE INFORMATICA DE PEDREIRA;0
2122;CENTRO UNIVERSITARIO ESTACIO DE SERGIPE;1
2123;CENTRO UNIVERSITARIO MAX PLANCK;1
2124;FACULDADE CALAFIORI;1
2125;FACULDADE DE EDUCACAO DE UBERLANDIA;0
2126;ESCOLA DE DIREITO DO RIO DE JANEIRO;1
2127;FACULDADE BATISTA DE EDUCACAO;0
2128;ESCOLA DE DIREITO DE SAO PAULO FGV DIREITO SP;1
2129;ESCOLA DE ECONOMIA DE SAO PAULO;1
2130;FACULDADE EVANGELICA DE TEOLOGIA DE BELO HORIZONTE;0
2131;FACULDADE DE SAO BERNARDO DO CAMPO;1
2132;CENTRO UNIVERSITARIO UNINORTE;1
2133;FACULDADE DE CIENCIAS EDUCACAO E TEOLOGIA DO NORTE DO BRASIL;1
2134;FACULDADE ASSEMBLEIANA DO BRASIL;1
2135;CENTRO UNIVERSITARIO CATOLICA DE QUIXADA;1
2136;INSTITUTO DE JUINA DE ENSINO SUPERIOR;0
2137;FACULDADE SAO MARCOS;1
2138;INSTITUTO SUPERIOR DE EDUCACAO DIVINO SALVADOR;0
2139;FACULDADE DE INFORMATICA DE PARANAIBA;0
2140;FACULDADE FULL CYCLE DE TECNOLOGIA;1
2141;FACULDADES BATISTA DO PARANA;1
2142;FACULDADE MULTIEDUCATIVA;0
2143;INSTITUTO SUPERIOR DE EDUCACAO DE DUQUE DE CAXIAS;0
2144;FACULDADE ECOPORANGA;0
2145;FACULDADE PROMOVE DE TECNOLOGIA;1
2146;FACULDADE DO ACRE;0
2147;CENTRO UNIVERSITARIO CEUNI FAMETRO;1
2148;FACULDADE DE PALMAS;1
2149;FACULDADE MATO GROSSO DO SUL;1
2150;CENTRO UNIVERSITARIO DO PIAUI;1
2151;INSTITUTO SUPERIOR DE EDUCACAO BERLAAR;0
2152;FACULDADE DE ADMINISTRACAO E TECNOLOGIA;0
2153;FACULDADE DE DIREITO DE MACAE;0
2154;INSTITUTO SUPERIOR DE CIENCIAS HUMANAS E SOCIAIS ANISIO TEIXEIRA;1
2155;FACULDADE DE CIENCIAS SOCIAIS E DA SAUDE DE CATAGUASES;0
2156;FACULDADE SAO TOMAS DE AQUINO;0
2157;INSTITUTO SUPERIOR DE EDUCACAO SANTANA;0
2158;CENTRO UNIVERSITARIO SANTA MARIA;1
2160;FACULDADE SANT ANA;1
2161;FACULDADE TEOLOGICA DE VALENCA;0
2162;INSTITUTO METROPOLITANO DE ENSINO SUPERIOR DE VESPASIANO;0
2163;FACULDADE TECNOLOGICA DE CIENCIAS E EDUCACAO;1
2164;FACULDADE PANAMERICANA;0
2165;FACULDADE FOZ DO IGUACU;1
2166;INSTITUTO DE EDUCACAO E CULTURA INTEGRADA;0
2167;FACULDADE DE EDUCACAO E CIENCIAS GERENCIAIS DE SALTO;0
2168;FACULDADE CAMPO GRANDE;0
2169;FACULDADE CENECISTA DE FORTALEZA;0
2170;FACULDADE DE MATEMATICA JESUS MARIA JOSE;0
2171;INSTITUTO BELO HORIZONTE DE ENSINO SUPERIOR;1
2172;FACULDADE CENECISTA DE TRES RIOS;0
2173;FACULDADE GUAIANAS;0
2174;FACULDADE DE SANTA CATARINA;1
2175;CENTRO UNIVERSITARIO UNIASSELVI DE BLUMENAU;1
2176;FACULDADE DE CIENCIAS BIOMEDICAS DE COLATINA;0
2177;FACULDADE INSTITUTO PAULISTA DE ENSINO;1
2178;FACULDADE CENECISTA DE MACAE;0
2179;FACULDADE DE TURISMO DO ESTADO DO RIO DE JANEIRO;0
2180;RATIO FACULDADE TEOLOGICA E FILOSOFICA;1
2181;INSTITUTO SUPERIOR DE EDUCACAO CENECISTA DE CAPIVARI;0
2182;FACULDADE BATISTA IDA NELSON;0
2183;CENTRO UNIVERSITARIO FUNDACAO SANTO ANDRE;1
2184;FACULDADE CNEC GRAVATAI;1
2185;FACULDADE DE NUTRICAO DOS CAMPOS GERAIS;0
2186;FACULDADE SALESIANA DOM BOSCO;1
2187;FACULDADE DE CIENCIAS GERENCIAIS DE VALINHOS;0
2188;INSTITUTO SUPERIOR DE EDUCACAO NOSSA SENHORA DE SION;0
2189;FACULDADE DO MARANHAO;1
2190;FACULDADE JULIO CAMPOS;0
2191;FACULDADE ANHANGUERA DE PELOTAS;1
2192;INSTITUTO SUPERIOR DE EDUCACAO IVOTI;1
2193;INSTITUTO SUPERIOR DE EDUCACAO IDEAL;0
2194;FACULDADE ANHANGUERA DO RIO GRANDE;1
2195;FACULDADE DE CIENCIAS GERENCIAIS DE MINAS GERAIS;0
2196;FACULDADE DE INFORMATICA E TECNOLOGIAS VARZEA GRANDENSE;0
2197;FACULDADE VILLAS BOAS;0
2198;FACULDADE BRASILEIRA DE INOVACAO;1
2199;FACULDADE DE EDUCACAO E TEOLOGIA DO BRASIL;0
2200;FACULDADE VALE DO GORUTUBA;1
2201;FACULDADE ALPHA;0
2202;INSTITUTO SUPERIOR DE EDUCACAO DE GUARATUBA;1
2203;FACULDADE DE EDUCACAO ANCHIETA;0
2204;FACULDADE CATARINENSE DOM BOSCO;0
2205;FACULDADE REGES DE TUPI PAULISTA;1
2206;FACULDADE FAE SAO JOSE DOS PINHAIS;0
2207;FACULDADE SAO JUDAS TADEU;0
2208;FACULDADE LUIS DE CAMOES;0
2209;FACULDADE DE CIENCIAS SOCIAIS APLICADAS;0
2210;FACULDADE GARAVELO;0
2211;INSTITUTO SUPERIOR DE EDUCACAO CENECISTA DE FARROUPILHA;0
2212;FACULDADE UNIDADE DAS AMERICAS;0
2213;FACULDADE DE CIENCIAS JURIDICAS E SOCIAIS DE GUARAPARI;0
2214;FACULDADE DE ENGENHARIA DA TERRA DE BRASILIA;0
2215;FACULDADE DE TEOLOGIA DO CEARA;0
2216;INSTITUTO SUPERIOR DE EDUCACAO DE IUNA;0
2217;FACULDADE DE CIENCIAS GERENCIAIS DE IUNA;0
2218;FACULDADE DE CIENCIAS EXATAS;0
2219;FACULDADE MUNDO MODERNO;0
2220;FACULDADE DOCTUM DE JUIZ DE FORA;1
2221;FACULDADE MADEIRA MAMORE;0
2222;CENTRO UNIVERSITARIO DO RIO SAO FRANCISCO UNIRIOS;1
2223;FACULDADE DE CIENCIAS SOCIAIS E DA SAUDE DE TEOFILO OTONI;0
2224;FACULDADES INTEGRADAS DE IMPERATRIZ;0
2225;INSTITUTO SUPERIOR DE FORMACAO DE PROFESSORES;0
2226;FACULDADE DE CIENCIAS DA SAUDE;0
2227;FACULDADE DE CIENCIAS BIOLOGICAS JK;0
2228;FACULDADE DA SAUDE HUMANA;0
2229;FACULDADE UNIS SAO LOURENCO;1
2230;FACULDADE DE ADMINISTRACAO JK;0
2231;FACULDADE DE COMUNICACAO SOCIAL JK;0
2232;FACULDADE DE ADMINISTRACAO E MARKETING DE BRASILIA;0
2233;FACULDADE DE CIENCIAS SOCIAIS APLICADAS DE BELO HORIZONTE;0
2234;FACULDADE DE PEDAGOGIA DE BETIM;0
2235;FACULDADE TEOLOGICA DAS ASSEMBLEIAS DE DEUS EM SANTOS;0
2236;ESCOLA SUPERIOR DE ADMINISTRACAO MARKETING E COMUNICACAO DE SAO BERNARDO DO CAMPO;0
2237;FACULDADE TEOLOGICA BATISTA EQUATORIAL;1
2238;FACULDADE DE PSICOLOGIA DOS CAMPOS GERAIS;0
2239;FACULDADE DE DIREITO DE VILHA VELHA;0
2240;FACULDADE DE FORTALEZA;1
2241;CENTRO UNIVERSITARIO DO SUDESTE MINEIRO;1
2242;FACULDADE DO RECIFE;1
2243;FACULDADE PARAIBANA;0
2244;FACULDADE DA CIDADE DE MACEIO;1
2245;FACULDADE DO ESPIRITO SANTO;0
2246;FACULDADE METROPOLITANA DE CIENCIAS E TECNOLOGIA;0
2247;FACULDADE PAULISTA SAO JOSE;0
2248;FACULDADE SERGIPANA;1
2249;FACULDADE LOGOS EM ARACAJU;0
2250;INSTITUTO SANTO TOMAS DE AQUINO;0
2251;FACULDADE DE POMPEIA;0
2252;FACULDADE DE CIENCIA DA EDUCACAO;0
2253;FACULDADE DE DIREITO DE PRIMAVERA DO LESTE;0
2254;FACULDADE DE CIENCIAS GERENCIAIS;0
2255;INSTITUTO DE ENSINO SUPERIOR DO AMAZONAS;0
2256;FACULDADE STELLA MARIS FSM;1
2257;FACULDADE DIADEMA;1
2258;FACULDADE DE PRIMEIRO MUNDO;0
2259;INSTITUTO SUPERIOR EDUCACAO LEONARDO DA VINCI;0
2260;FACULDADE DE TECNOLOGIA IESVILLE;0
2261;FACULDADE DE CIENCIAS HUMANAS E DA SAUDE DE TAQUARA;0
2262;INSTITUTO DE EDUCACAO NORMAL SUPERIOR DE PIMENTA BUENO;0
2263;FACULDADE SANTO ANTONIO;0
2264;FACULDADE DE COMUNICACAO ANHANGUERA UNIDADE GUARAPARI;1
2265;FACULDADE DE CIENCIAS SOCIAIS E APLICADAS;0
2266;FACULDADE UNIAO DE GOYAZES FORMOSA;1
2267;FACULDADE DE SAUDE DE MINAS GERAIS;0
2268;FACULDADE DE TEOLOGIA;0
2269;INSTITUTO SUPERIOR DE EDUCACAO LUMINI;0
2270;FACULDADE DE CIENCIAS SOCIAIS APLICADAS DE EXTREMA;1
2271;FACULDADE ANHANGUERA DE IPATINGA;1
2272;FACULDADE DE PSICOLOGIA DE LAGES;0
2273;INSTITUTO SUPERIOR DE EDUCACAO DO ALTO SAO FRANCISCO;0
2274;FACULDADE CIDADANIA;0
2275;FACULDADE SANTO AGOSTINHO;1
2276;FACULDADE DE DIREITO DE VALINHOS;0
2277;INSTITUTO SUPERIOR DE EDUCACAO CENECISTA DE UNAI;0
2278;FACULDADE IGARATA;0
2279;CENTRO UNIVERSITARIO METROCAMP WYDEN;1
2280;FACULDADE SUPERIOR DE RIBAS DO RIO PARDO;0
2281;FACULDADE DE FILOSOFIA SAO BOAVENTURA;0
2282;FACULDADE DE CAFELANDIA;0
2283;FACULDADE SAO JOSE DA COSTA VERDE;0
2284;FACULDADE DE FILOSOFIA CENCIAS E LETRAS DE FAXINAL;0
2285;FACULDADE DE PEDAGOGIA DE DORES DO INDAIA;0
2286;FACULDADE DE BOM JESUS;0
2287;ESCOLA SUPERIOR DE TEOLOGIA E ESPIRITUALIDADE FRANCISCANA;1
2288;FACULDADE ALMEIDA RODRIGUES;1
2289;FACULDADE UNIAO CULTURAL DO ESTADO DE SAO PAULO;1
2290;FACULDADE DE EDUCACAO CIENCIAS E HUMANIDADES;0
2291;INSTITUTO SUPERIOR DE EDUCACAO DE BEBEDOURO;0
2292;INSTITUTO DE EDUCACAO NORMAL SUPERIOR;0
2293;FACULDADE DE CIENCIAS HUMANAS BIOLOGICAS E DA SAUDE;0
2294;FACULDADE DE CIENCIAS APLICADAS DA REGIAO CENTRO SUL DO CEARA;0
2295;INSTITUTO MEDICENSE DE EDUCACAO SUPERIOR;0
2296;FACULDADE DE LETRAS DE CACOAL;0
2297;FACULDADE DE DIREITO DE SANTA MARIA;1
2298;ESCOLA SUPERIOR DE DIREITO;0
2299;FACULDADE ESPECIAL DE EDUCACAO E CULTURA;0
2300;INSTITUTO DE EDUCACAO SUPERIOR DE ROLIM DE MOURA;0
2301;FACULDADE FIDELIS;1
2302;FACULDADE PORTO SEGURO;0
2303;FACULDADE CIMO;0
2304;INSTITUTO DE ENSINO SUPERIOR DA FUNLEC DE BONITO;0
2305;FACULDADE DE DIREITO DE PATOS;0
2306;FACULDADE RIO BRANCO DO SUL;0
2307;INSTITUTO SUPERIOR DE EDUCACAO DE ITABIRA;0
2308;FACULDADE GEREMARIO DANTAS;0
2309;FACULDADE NOVO MILENIO;0
2310;FACULDADE DA REGIAO DOS VALES;0
2311;FACULDADE KENNEDY DE MINAS GERAIS FKMG;1
2312;FACULDADE LUTERANA RUI BARBOSA;0
2313;FACULDADE DE TEOLOGIA DE BOA VISTA;0
2314;INSTITUTO DE ENSINO SUPERIOR TECNOLOGICO DE LONDRINA;0
2315;FACULDADE CEARENSE;0
2316;INSTITUTO NACIONAL DE DESENVOLVIMENTO DO ENSINO SUPERIOR;0
2317;FACULDADE DO DESCOBRIMENTO;0
2318;FACULDADE DOM BOSCO DE NOVA AURORA;0
2319;ESCOLA SUPERIOR DE EDUCACAO CORPORATIVA;0
2320;INSTITUTO SUPERIOR DE EDUCACAO ATENEU;1
2321;FACULDADE INESP;0
2322;FACULDADE ATENEU;0
2323;FACULDADE DA AMAZONIA;1
2324;FACULDADE ANHANGUERA DE SAO JOSESC;1
2325;INSTITUTO SUPERIOR DE EDUCACAO DA AMAZONIA;0
2326;FACULDADE NOVO MILENIO;0
2327;FACULDADE SERRANA;0
2328;FACULDADE ITEANA DE BOTUCATU;1
2329;FACULDADE BATISTA DO NORDESTE;0
2330;FACULDADE CANDIDO RONDON;1
2331;ESCOLA SUPERIOR DE TEOLOGIA E FILOSOFIA DO BRASIL;0
2332;FACULDADE IBERO AMERICANA DE SAO PAULO;1
2333;FACULDADE DE TEOLOGIA MOKITI OKADA;0
2334;FACULDADE CNEC RIO DAS OSTRAS;1
2335;FACULDADE JOAQUIM MACHADO;0
2336;CENTRO UNIVERSITARIO UNIBRAS MONTES BELOS;1
2337;INSTITUTO SUPERIOR DE EDUCACAO DE MONTES BELOS;0
2338;INSTITUTO BRASILEIRO DE ESTUDOS TRIBUTARIOS;0
2339;FACULDADE INTERNACIONAL DE HOTELARIA E TURISMO;0
2340;FACULDE ALPHAVILLE DE CAMPINAS;0
2341;FACULDADE DA ALDEIA DE CARAPICUIBA;0
2342;INSTITUTO SUPERIOR DE EDUCACAO CERES;1
2343;CENTRO UNIVERITARIO UNIVOLTAIRE;1
2344;FACULDADE ITEANA DE IBITINGA;0
2345;FACULDADE SETE DE SETEMBRO;0
2346;INSTITUTO SUPERIOR DE FILOSOFIA BERTHIER;0
2347;FACULDADE GENNARI PEARTREE;0
2348;INSTITUICAO DE ENSINO SAO FRANCISCO;0
2349;DINAMICO FACULDADE DE FLORIANO LTDA;0
2350;ESCOLA SUPERIOR MADRE CELESTE;1
2351;FACULDADE ESPIRITO SANTENSE DE CIENCIAS JURIDICAS;1
2352;INSTITUTO DE EDUCACAO SUPERIOR PIO XII;1
2353;FACULDADE DE ADMINISTRACAO DO CENTRO EDUCACIONAL DE SANTOS;0
2354;INSTITUTO SUPERIOR DE EDUCACAO DO BRASIL;0
2355;FACULDADE ANHANGUERA DE MATAO;1
2356;FACULDADE PAN AMERICANA;1
2357;FACULDADE DE CIENCIAS BIOLOGICAS E DA SAUDE DO CESCARELLI;0
2358;INSTITUTO SUPERIOR DE EDUCACAO DE FORTALEZA;0
2359;INSTITUTO SUPERIOR DE EDUCACAO NOVO MILENIO;0
2360;INSTITUTO SUPERIOR DE EDUCACAO MESTRE;0
2361;FACULDADE PADRAO;1
2362;FACULDADE DE CIENCIAS MEDICAS DE CAMPINA GRANDE;0
2363;FACULDADE NOVO MILENIO;0
2364;FACULDADE DE ADMINISTRACAO DE EMPRESAS DE PARAISO DO TOCANTINS;0
2365;CENTRO UNIVERSITARIO CATOLICA DO TOCANTINS;1
2366;FACULDADE DE SISTEMAS DE INFORMACAO DE PARAISO DO TOCANTINS;0
2367;INSTITUTO SUPERIOR DE EDUCACAO NOVO MILENIO;0
2368;FACULDADE SAO LEOPOLDO MANDIC;1
2369;INSTITUTO DE ENSINO SUPERIOR SANTO ANTONIO;1
2370;INSTITUTO SUPERIOR DE EDUCACAO NOVO MILENIO;0
2371;INSTITUTO DE EDUCACAO SUPERIOR SAO FRANCISCO DE ASSIS DE TEOFILO OTONI;0
2372;INSTITUTO DE CIENCIAS GERENCIAIS DE BRASILIA;0
2373;FACULDADES RESENDE DE FREITAS;0
2374;FACULDADES INTEGRADAS CONTEMPORANEAS;0
2375;FACULDADE VIZCAYA;0
2376;INSTITUTO SUPERIOR DE EDUCACAO DE BRASILIA;0
2377;INSTITUTO SUPERIOR DE EDUCACAO CENECISTA PRESIDENTE KENNEDY;0
2378;FACULDADE DE ADMINISTRACAO DE CAMPINA VERDE;0
2379;INSTITUTO SUPERIOR DE EDUCACAO DE CACOAL;0
2380;FACULDADE ESTACIO DO AMAPA ESTACIO AMAPA;1
2381;INSTITUTO DE ENSINO E CULTURA DE DOURADOS;0
2382;INSTITUTO SUPERIOR DE EDUCACAO DE TEOFILO OTONI;0
2383;FACULDADE ATITUS EDUCACAO PASSO FUNDO;1
2384;FACULDADE INTEGRADA DO BRASIL;0
2385;INSTITUTO SUPERIOR DE EDUCACAO NOVO MILENIO;0
2386;FACULDADE SUL RIOGRANDENSE;0
2387;FACULDADES INTEGRADAS POSIVILLE;0
2388;FACULDADE NOVO MILENIO;0
2389;FACULDADE DE FILOSOFIA E TEOLOGIA PAULO VI;1
2390;INSTITUTO BRUSQUENSE DE ENSINO SUPERIOR;0
2391;INSTITUTO SUPERIOR DE EDUCACAO NOVO MILENIO;0
2392;INSTITUTO SUPERIOR DE EDUCACAO DE SAO FRANCISCO;0
2393;FACULDADE MARISTA;0
2394;FACULDADE DE INFORMATICA DE CACOAL;0
2395;FACULDADE DE CAMPO VERDE;0
